Scrip,S.N.,Code,Address,District,Branch Name,Open Date,Bank Type
GBLBS,1,14001001,"6, Mechinagar Municipality",Jhapa,Branch Office Kakarvitta,04/08/2012,MF
GBLBS,2,14001002,"10, Mechinagar Municipality",Jhapa,Branch Office Dhulabari,07/08/2012,MF
GBLBS,3,14001003,"5, Birtamod Municipality",Jhapa,Branch Office Birtamod,14/08/2012,MF
GBLBS,4,14001004,"10, Bhadrapur Municipality",Jhapa,Branch Office Chandragadhi,14/04/1999,MF
GBLBS,5,14001005,"8, Shivasatakshi Municipality",Jhapa,Branch Office Jhiljhile,07/08/2012,MF
GBLBS,6,14001006,"6, Kachanakawal Rural Municipality",Jhapa,Branch Office Baniyani,08/08/2012,MF
GBLBS,7,14001007,"4, Damak Municipality",Jhapa,Branch Office Damak,08/08/2012,MF
GBLBS,8,14001008,"3, Gauradaha Municipality",Jhapa,Branch Office Gwaldubba,15/11/1996,MF
GBLBS,9,14001009,"1, Buddhashanti Rural Municipality",Jhapa,Branch Office Budhabare,22/12/1993,MF
GBLBS,10,14001010,"5, Kanepokhari Rural Municipality",Morang,Branch Office Keraun,13/12/1994,MF
GBLBS,11,14001011,"9, Belbari Municipality",Morang,Branch Office Dangihat,13/04/1996,MF
GBLBS,12,14001012,"12, Sundarharaicha Municipality",Morang,Branch Office Salakpur,06/04/1994,MF
GBLBS,13,14001013,"6, Gramthan Rural Municipality",Morang,Branch Office Banigama,06/04/1993,MF
GBLBS,14,14001014,"2, Gramthan Rural Municipality",Morang,Branch Office Jhorahat,10/07/1993,MF
GBLBS,15,14001015,"9, Biratnagar Metropolitian City",Morang,Branch Office Biratnagar,13/10/1998,MF
GBLBS,16,14001016,"3, Katahari Rural Municipality",Morang,Branch Office Katahari,12/07/1994,MF
GBLBS,17,14001017,"4, Dhanapalthan Rural Municipality",Morang,Branch Office Karsiya,25/08/1993,MF
GBLBS,18,14001018,"7, Rangeli Municipality",Morang,Branch Office Rangeli,13/07/1993,MF
GBLBS,19,14001019,"1, Budhiganga Rural Municipality",Morang,Branch Office Tanki,28/11/1998,MF
GBLBS,20,14001020,"6, Itahari Sub-Metropolitian City",Sunsari,Branch Office Itahari,27/09/2005,MF
GBLBS,21,14001021,"12, Dharan Sub-Metropolitian City",Sunsari,Branch Office Dharan,11/04/2006,MF
GBLBS,22,14001022,"17, Itahari Sub-Metropolitian City",Sunsari,Branch Office Jhumka,15/08/1993,MF
GBLBS,23,14001023,"3, Inaruwa Municipality",Sunsari,Branch Office Inaruwa,12/09/1994,MF
GBLBS,24,14001024,"2, Gadhi Rural Municipality",Sunsari,Branch Office Aurawani,24/04/1993,MF
GBLBS,25,14001025,"5, Duhabi Municipality",Sunsari,Branch Office Duhabi,05/09/1994,MF
GBLBS,26,14001026,"6, Barju Rural Municipality",Sunsari,Branch Office Chimdi,29/03/1994,MF
GBLBS,27,14001027,"4, Kanchanrup Municipality",Saptari,Branch Office Kanchanpur,12/08/1993,MF
GBLBS,28,14001028,"5, Rajbiraj Municipality",Saptari,Branch Office Rajbiraj,12/09/1994,MF
GBLBS,29,14001029,"6, Barahachhetra Municipality",Sunsari,Branch Office Chakraghatti,26/09/1994,MF
GBLBS,30,14001030,"9, Kankai Municipality",Jhapa,Branch Office Ghailadubba,22/09/1994,MF
GBLBS,31,14001031,"1, Harinagar Rural Municipality",Sunsari,Branch Office Harinagara,21/11/1994,MF
GBLBS,32,14001032,"5, Urlabari Municipality",Morang,Branch Office Urlabari,22/08/2012,MF
GBLBS,33,14001033,"6, Ratuwamai Municipality",Morang,Branch Office Jhurkia,01/01/2014,MF
GBLBS,34,14001034,"7, Khadak Municipality",Saptari,Branch Office Kalyanpur,16/03/2014,MF
GBLBS,35,14001035,"8, Lahan Municipality",Siraha,Branch Office Lahan,25/09/1994,MF
GBLBS,36,14001036,"4, Golbazar Municipality",Siraha,Branch Office Golbazar,10/02/1994,MF
GBLBS,37,14001037,"8, Sukhipur Municipality",Siraha,Branch Office Sukhipur,06/03/2014,MF
GBLBS,38,14001038,"6, Mirchaiya Municipality",Siraha,Branch Office Mirchaiya,15/08/1994,MF
GBLBS,39,14001039,"6, Chaudandigadhi Municipality",Udayapur,Branch Office Beltar,16/07/2014,MF
GBLBS,40,14001040,"4, Phungling Municipality",Taplejung,Branch Office Phungling,30/03/2015,MF
GBLBS,41,14001041,"7, Bhojpur Municipality",Bhojpur,Branch Office Bhojpur,18/03/2015,MF
GBLBS,42,14001042,"4, Shadananda Municipality",Bhojpur,Branch Office Dingala,18/03/2015,MF
GBLBS,43,14001043,"9, Biratnagar Metropolitian City",Morang,Province No.1 Office,06/09/1989,MF
GBLBS,44,14001044,"9, Janakpurdham Sub-Metropolitian City",Dhanusa,Madhesh Province Office,18/03/1996,MF
GBLBS,45,14001045,"2, Aurahi Rural Municipality",Dhanusa,"Branch Office Deuri, Parwaha",03/09/1996,MF
GBLBS,46,14001046,"3, Dhanushadham Municipality",Dhanusa,"Branch Office Dhanusa, Gobindapur",21/10/1998,MF
GBLBS,47,14001047,"8, Mithila Bihari Municipality",Dhanusa,Branch Office Tarapatti,14/10/1998,MF
GBLBS,48,14001048,"3, Shahidnagar Municipality",Dhanusa,Branch Office Yadukuwa,12/03/1997,MF
GBLBS,49,14001049,"5, Chhireshwornath Municipality",Dhanusa,Branch Office Mahendranagar (Dhanusha),23/09/1997,MF
GBLBS,50,14001050,"20, Janakpurdham Sub-Metropolitian City",Dhanusa,"Branch Office Devpura, Rupaitha",03/07/1996,MF
GBLBS,51,14001051,"5, Jaleshwor Municipality",Mahottari,Branch Office Jaleshwor,13/08/1997,MF
GBLBS,52,14001052,"5, Loharpatti Municipality",Mahottari,Branch Office Loharpatti,14/10/1998,MF
GBLBS,53,14001053,"3, Pipara Rural Municipality",Mahottari,Branch Office Pipara,18/09/1998,MF
GBLBS,54,14001054,"1, Manara Shisawa Municipality",Mahottari,Branch Office Manara,06/03/2002,MF
GBLBS,55,14001055,"9, Gaushala Municipality",Mahottari,Branch Office Gaushala,09/07/1997,MF
GBLBS,56,14001056,"7, Lalbandi Municipality",Sarlahi,Branch Office Lalbandi,14/09/2011,MF
GBLBS,57,14001057,"11, Hariwan Municipality",Sarlahi,Branch Office Hariban,09/07/1997,MF
GBLBS,58,14001058,"9, Kabilashi Municipality",Sarlahi,Branch Office Kabilasi,09/07/1997,MF
GBLBS,59,14001059,"8, Malangawa Municipality",Sarlahi,Branch Office Malangawa,17/04/1999,MF
GBLBS,60,14001060,"7, Barahathawa Municipality",Sarlahi,Branch Office Barhathawa,12/06/1997,MF
GBLBS,61,14001061,"7, Ishworpur Municipality",Sarlahi,Branch Office Ishworpur,09/03/1998,MF
GBLBS,62,14001062,"5, Garuda Municipality",Rautahat,Branch Office Garuda,10/09/1997,MF
GBLBS,63,14001063,"9, Katahariya Municipality",Rautahat,Branch Office Katahariya,06/01/1994,MF
GBLBS,64,14001064,"12, Chandrapur Municipality",Rautahat,Branch Office Chandranigahapur,18/06/1997,MF
GBLBS,65,14001065,"8, Gaur Municipality",Rautahat,Branch Office Gaur,22/04/1998,MF
GBLBS,66,14001066,"14, Birgunj Metropolitian City",Parsa,Branch Office Birgunj,17/03/1998,MF
GBLBS,67,14001067,"3, Pokhariya Municipality",Parsa,Branch Office Pokhariya,05/03/1997,MF
GBLBS,68,14001068,"2, Jitpur Simara Sub-Metropolitian City",Bara,Branch Office Simara,10/09/1997,MF
GBLBS,69,14001069,"15, Mahagadhimai Municipality",Bara,Branch Office Dumarwana,23/09/1997,MF
GBLBS,70,14001070,"1, Mahagadhimai Municipality",Bara,Branch Office Bariyarpur,13/09/1997,MF
GBLBS,71,14001071,"8, Kalaiya Sub-Metropolitian City",Bara,Branch Office Kalaiya,12/03/2001,MF
GBLBS,72,14001072,"2, Hetauda Sub-Metropolitian City",Makwanpur,Branch Office Hetauda,25/03/1999,MF
GBLBS,73,14001073,"6, Hetauda Sub-Metropolitian City",Makwanpur,Branch Office Chaughada,06/03/2001,MF
GBLBS,74,14001074,"10, Ratnanagar Municipality",Chitawan,Branch Office Tandi,29/09/1998,MF
GBLBS,75,14001075,"21, Bharatpur Metropolitian City",Chitawan,Branch Office Parbatipur,10/01/1999,MF
GBLBS,76,14001076,"10, Bharatpur Metropolitian City",Chitawan,Branch Office Bharatpur,11/03/2009,MF
GBLBS,77,14001077,"8, Khairahani Municipality",Chitawan,Branch Office Birendranagar,11/01/1989,MF
GBLBS,78,14001078,"15, Chandragiri Municipality",Kathmandu,Branch Office Machhegaun,23/07/2007,MF
GBLBS,79,14001079,"8, Gokarneshwor Municipality",Kathmandu,Branch Office Jorpati,17/07/2007,MF
GBLBS,80,14001080,"15, Kathmandu Metropolitian City",Kathmandu,Branch Office Sitapaila,25/11/2004,MF
GBLBS,81,14001081,"3, Budhanilkhantha Municipality",Kathmandu,Branch Office Budhanilkantha,16/09/2009,MF
GBLBS,82,14001082,"14, Lalitpur Metropolitian City",Lalitpur,Branch Office Bagmati,15/07/1998,MF
GBLBS,83,14001083,"3, Madhyapur Thimi Municipality",Bhaktapur,Branch Office Gatthaghar,07/07/2004,MF
GBLBS,84,14001084,"1, Gajuri Rural Municipality",Dhading,Branch Office Gajuri,13/03/2001,MF
GBLBS,85,14001085,"7, Banepa Municipality",Kavrepalanchok,Branch Office Banepa,27/06/2001,MF
GBLBS,86,14001086,"4, Bidur Municipality",Nuwakot,Branch Office Battar,20/09/1989,MF
GBLBS,87,14001087,"9, Janakpurdham Sub-Metropolitian City",Dhanusa,Branch Office Janakpur,18/01/1996,MF
GBLBS,88,14001088,"10, Butwal Sub-Metropolitian City",Rupandehi,Branch Office Shankarnagar,05/08/1998,MF
GBLBS,89,14001089,"7, Siyari Rural Municipality",Rupandehi,Branch Office Amwa,24/01/1996,MF
GBLBS,90,14001090,"12, Butwal Sub-Metropolitian City",Rupandehi,Branch Office Semlar,06/04/1994,MF
GBLBS,91,14001091,"7, Siddharthanagar Municipality",Rupandehi,Branch Office Padsari,06/09/1999,MF
GBLBS,92,14001092,"5, Kotahimai Rural Municipality",Rupandehi,Branch Office Marchawar,11/08/1999,MF
GBLBS,93,14001093,"6, Gaidahawa Rural Municipality",Rupandehi,Branch Office Suryapura,25/02/2000,MF
GBLBS,94,14001094,"8, Sainamaina Municipality",Rupandehi,Branch Office Bansgadhi (Rupandehi),27/03/2011,MF
GBLBS,95,14001095,"4, Banganga Municipality",Kapilbastu,Branch Office Banganga,08/07/1995,MF
GBLBS,96,14001096,"1, Kapilbastu Municipality",Kapilbastu,Branch Office Gotihawa,23/04/1997,MF
GBLBS,97,14001097,"8, Krishnanagar Municipality",Kapilbastu,Branch Office Bahadurgunj,07/01/1999,MF
GBLBS,98,14001098,"1, Maharajganj Municipality",Kapilbastu,Branch Office Maharajgunj,27/02/1997,MF
GBLBS,99,14001099,"5, Shivaraj Municipality",Kapilbastu,Branch Office Birpur,09/08/1995,MF
GBLBS,100,14001100,"2, Buddhabhumi Municipality",Kapilbastu,Branch Office Gorusinge,28/01/1996,MF
GBLBS,101,14001101,"1, Sandhikharka Municipality",Arghakhanchi,Branch Office Sandhikharka,05/01/2000,MF
GBLBS,102,14001102,"3, Kawasoti Municipality",Nawalparasi East,Branch Office Kawasoti,09/07/1997,MF
GBLBS,103,14001103,"8, Madhya Bindu Municipality",Nawalparasi East,Branch Office Chormara,20/03/1996,MF
GBLBS,104,14001104,"3, Madhya Bindu Municipality",Nawalparasi East,Branch Office Kolhuwa,13/06/1996,MF
GBLBS,105,14001105,"13, Gaidakot Municipality",Nawalparasi East,Branch Office Mukundapur,08/08/1995,MF
GBLBS,106,14001106,"4, Binayi Tribeni Rural Municipality",Nawalparasi East,Branch Office Sardi,10/02/2011,MF
GBLBS,107,14001107,"1, Sunawal Municipality",Nawalparasi West,Branch Office Sunwal,29/04/2009,MF
GBLBS,108,14001108,"3, Ramgram Municipality",Nawalparasi West,Branch Office Parasi,17/08/1999,MF
GBLBS,109,14001109,"12, Sunawal Municipality",Nawalparasi West,Branch Office Ramnagar,10/08/1995,MF
GBLBS,110,14001110,"4, Bardaghat Municipality",Nawalparasi West,Branch Office Makar,12/07/1995,MF
GBLBS,111,14001111,"9, Pratapapur Rural Municipality",Nawalparasi West,Branch Office Belatari,24/01/1996,MF
GBLBS,112,14001112,"3, Palhinandan Rural Municipality",Nawalparasi West,Branch Office Kusma (Nawalparasi),15/01/1999,MF
GBLBS,113,14001113,"2, Baglung Municipality",Baglung,Branch Office Baglung,05/01/1999,MF
GBLBS,114,14001114,"7, Beni Municipality",Myagdi,Branch Office Beni,01/02/2008,MF
GBLBS,115,14001115,"5, Kushma Municipality",Parbat,Branch Office Kusma (Parbat),28/12/1998,MF
GBLBS,116,14001116,"1, Putalibazar Municipality",Syangja,Branch Office Syangja,16/07/1997,MF
GBLBS,117,14001117,"1, Bhirkot Municipality",Syangja,Branch Office Bayarghari,29/05/1997,MF
GBLBS,118,14001118,"8, Walling Municipality",Syangja,Branch Office Walling,16/12/2010,MF
GBLBS,119,14001119,"3, Galyang Municipality",Syangja,Branch Office Galyang,01/03/1999,MF
GBLBS,120,14001120,"4, Tansen Municipality",Palpa,Branch Office  Palpa,08/08/1996,MF
GBLBS,121,14001121,"7, Rampur Municipality",Palpa,Branch Office Rampur,06/02/1999,MF
GBLBS,122,14001122,"3, Mathagadhi Rural Municipality",Palpa,Branch Office Sarai,06/03/2003,MF
GBLBS,123,14001123,"3, Ribdikot Rural Municipality",Palpa,Branch Office Harthok,12/08/1999,MF
GBLBS,124,14001124,"5, Baganaskali Rural Municipality",Palpa,Branch Office Yamgha,12/01/1999,MF
GBLBS,125,14001125,"2, Resunga Municipality",Gulmi,Branch Office Tamghas,28/11/2006,MF
GBLBS,126,14001126,"1, Rurukshetra Rural Municipality",Gulmi,Brach Office Ridi,29/11/2010,MF
GBLBS,127,14001127,"9, Pokhara Metropolitian City",Kaski,Branch Office Pokhara,28/05/1999,MF
GBLBS,128,14001128,"1, Pokhara Metropolitian City",Kaski,Branch Office Hemja,21/05/1997,MF
GBLBS,129,14001129,"26, Pokhara Metropolitian City",Kaski,Branch Office Talchok,20/01/1999,MF
GBLBS,130,14001130,"4, Shuklagandaki Municipality",Tanahu,Branch Office Dulegaunda,01/05/1997,MF
GBLBS,131,14001131,"2, Byas Municipality",Tanahu,Branch Office Damauli,27/01/1998,MF
GBLBS,132,14001132,"1, Bandipur Rural Municipality",Tanahu,Branch Office Bhansar,29/11/1998,MF
GBLBS,133,14001133,"9, Sundarbazar Municipality",Lamjung,Branch Office Bhoteodar,09/02/1998,MF
GBLBS,134,14001134,"8, Bensi Shahar Municipality",Lamjung,Branch Office Besisahar,05/01/2000,MF
GBLBS,135,14001135,"4, Madhya Nepal Municipality",Lamjung,Branch Office Duipiple,28/02/2008,MF
GBLBS,136,14001136,"8, Gorkha Municipality",Gorkha,Branch Office Gorkha,05/02/2001,MF
GBLBS,137,14001137,"8, Birendranagar Municipality",Surkhet,Karnali Province Office,10/03/2021,MF
GBLBS,138,14001138,"11, Kohalpur Municipality",Banke,Branch Office Kohalpur,14/04/1995,MF
GBLBS,139,14001139,"20, Nepalganj Sub-Metropolitian City",Banke,Branch Office Ranjha,15/08/1995,MF
GBLBS,140,14001140,"3, Khajura Rural Municipality",Banke,Branch Office Khajura,17/09/1995,MF
GBLBS,141,14001141,"4, Nepalganj Sub-Metropolitian City",Banke,Branch Office Betahani,12/04/1996,MF
GBLBS,142,14001142,"8, Rapti Sonari Rural Municipality",Banke,Branch Office Kachanapur,12/04/1997,MF
GBLBS,143,14001143,"10, Nepalganj Sub-Metropolitian City",Banke,Branch Office Babugaun (Nepalgunj),14/02/1997,MF
GBLBS,144,14001144,"1, Thakurbaba Municipality",Bardiya,Branch Office Bhurigaun,20/09/1996,MF
GBLBS,145,14001145,"8, Madhuwan Municipality",Bardiya,Branch Office Sanoshree,12/04/1996,MF
GBLBS,146,14001146,"5, Bansgadhi Municipality",Bardiya,Branch Office Bansgadhi (Nepalgunj),14/02/1997,MF
GBLBS,147,14001147,"6, Badhaiyatal Rural Municipality",Bardiya,Branch Office Mainapokhar,12/04/1996,MF
GBLBS,148,14001148,"4, Rajapur Municipality",Bardiya,Branch Office Rajapur,04/04/1996,MF
GBLBS,149,14001149,"6, Gulariya Municipality",Bardiya,Branch Office Gulariya,14/04/1997,MF
GBLBS,150,14001150,"6, Barbardiya Municipality",Bardiya,Branch Office Magaragadhi,11/04/1996,MF
GBLBS,151,14001151,"6, Babai Rural Municipality",Dang,Branch Office Panchakule,15/04/1996,MF
GBLBS,152,14001152,"5, Lamahi Municipality",Dang,"Branch Office Lalmatiya, Lamahi",08/05/1996,MF
GBLBS,153,14001153,"15, Ghorahi Sub-Metropolitian City",Dang,Branch Office Ghorahi (Rampur),25/04/2006,MF
GBLBS,154,14001154,"10, Ghorahi Sub-Metropolitian City",Dang,Branch Office Narayanpur,12/04/1996,MF
GBLBS,155,14001155,"6, Gadhawa Rural Municipality",Dang,Branch Office Gadhawa,22/04/1997,MF
GBLBS,156,14001156,"5, Tulsipur Sub-Metropolitian City",Dang,Branch Office Hekuli,15/04/1997,MF
GBLBS,157,14001157,"6, Tulsipur Sub-Metropolitian City",Dang,Branch Office Bijauri (Tulsipur),16/04/2001,MF
GBLBS,158,14001158,"12, Bheriganga Municipality",Surkhet,Branch Office Chhinchu,14/04/1996,MF
GBLBS,159,14001159,"8, Birendranagar Municipality",Surkhet,Branch Office Uttarganga (Birendranagar),18/04/1997,MF
GBLBS,160,14001160,"4, Chandannath Municipality",Jumla,Branch Office Jumla,29/06/2006,MF
GBLBS,161,14001161,"4, Pyuthan Municipality",Pyuthan,Branch Office Bijuwar,17/09/2008,MF
GBLBS,162,14001162,"4, Sunil Smriti Rural Municipality",Rolpa,Branch Office Sulichaur,25/08/2010,MF
GBLBS,163,14001163,"1, Narayan Municipality",Dailekh,Branch Office Narayan Nagarpalika,14/04/2010,MF
GBLBS,164,14001164,"2, Sharada Municipality",Salyan,Branch Office Khalanga,18/08/2010,MF
GBLBS,165,14001165,"1, Sharada Municipality",Salyan,Branch Office Shreenagar,18/08/2010,MF
GBLBS,166,14001166,"1, Chaurjahari Municipality",Rukum West,Branch Office Chaurjahari,15/09/2010,MF
GBLBS,167,14001167,"1, Musikot Municipality",Rukum West,Branch Office Musikot,15/09/2010,MF
GBLBS,168,14001168,"4, Nepalganj Sub-Metropolitian City",Banke,Lumbini Province Office,11/04/1995,MF
GBLBS,169,14001169,"19, Dhangadhi Sub-Metropolitian City",Kailali,Branch Office Phulbari,13/07/1993,MF
GBLBS,170,14001170,"5, Dhangadhi Sub-Metropolitian City",Kailali,Branch Office Dhangadhi,09/07/1993,MF
GBLBS,171,14001171,"1, Ghodaghodi Municipality",Kailali,Branch Office Sukhkhad,10/08/1993,MF
GBLBS,172,14001172,"2, Lamki Chuha Municipality",Kailali,Branch Office Baliya,11/08/1993,MF
GBLBS,173,14001173,"8, Gauriganga Municipality",Kailali,Branch Office Masuriya,11/08/1993,MF
GBLBS,174,14001174,"18, Bhimdatta Municipality",Kanchanpur,Branch Office Mahendranagar,18/08/1993,MF
GBLBS,175,14001175,"1, Godawari Municipality",Kailali,Branch Office Attariya,28/08/1993,MF
GBLBS,176,14001176,"6, Mahakali Municipality",Kanchanpur,Branch Office Dodhara Chadani,28/07/1993,MF
GBLBS,177,14001177,"1, Gauriganga Municipality",Kailali,Branch Office Chaumala,07/12/1993,MF
GBLBS,178,14001178,"2, Beldandi Rural Municipality",Kanchanpur,Branch Office Beldandi,19/02/1994,MF
GBLBS,179,14001179,"1, Tikapur Municipality",Kailali,Branch Office Tikapur,26/03/1994,MF
GBLBS,180,14001180,"4, Dipayal Silgadhi Municipality",Doti,Branch Office Dipayal,02/04/1994,MF
GBLBS,181,14001181,"1, Bhajani Municipality",Kailali,Branch Office Bhajani,04/04/1994,MF
GBLBS,182,14001182,"6, Punarbas Municipality",Kanchanpur,Branch Office Kalika,10/05/1994,MF
GBLBS,183,14001183,"12, Parashuram Municipality",Dadeldhura,Branch Office Jogbudha,10/06/1994,MF
GBLBS,184,14001184,"1, Kailari Rural Municipality",Kailali,Branch Office Hasuliya,19/02/1996,MF
GBLBS,185,14001185,"4, Belouri Municipality",Kanchanpur,Branch Office Belauri,29/06/1993,MF
GBLBS,186,14001186,"5, Amargadhi Municipality",Dadeldhura,Branch Office Amargadhi (Dadeldhura),22/07/1999,MF
GBLBS,187,14001187,"10, Shuklaphanta Municipality",Kanchanpur,Branch Office Jhalari,14/07/2003,MF
GBLBS,188,14001188,"4, Dasharathchand Municipality",Baitadi,Branch Office Baitadi,24/09/2005,MF
GBLBS,189,14001189,"4, Mahakali Municipality",Darchula,Branch Office Darchula,26/09/2005,MF
GBLBS,190,14001190,"10, Jayaprithbi Municipality",Bajhang,Branch Office Bajhang,04/11/2005,MF
GBLBS,191,14001191,"5, Dhangadhi Sub-Metropolitian City",Kailali,Sudur Paschim Province Office,02/03/1992,MF
GBLBS,192,14001192,"10, Butwal Sub-Metropolitian City",Rupandehi,Head Office,13/03/1994,MF
GBLBS,193,14001193,"3, Sanphebagar Municipality",Achham,Branch Office Sanphebagar,10/04/2018,MF
GBLBS,194,14001194,"10, Badimalika Municipality",Bajura,Brancg Office Martadi,12/04/2018,MF
GBLBS,195,14001195,"5, Kanchan Rural Municipality",Rupandehi,Branch Office Rudrapur,17/11/2019,MF
GBLBS,196,14001196,"9, Pokhara Metropolitian City",Kaski,Gandaki Province Office,10/03/2021,MF
GBLBS,197,14001197,"2, Hetauda Sub-Metropolitian City",Makwanpur,Bagmati Province Office,10/03/2021,MF
GBLBS,198,14001198,"10, Butwal Sub-Metropolitian City",Rupandehi,Lumbini Province Office 'KHA',17/07/2022,MF
NUBL,1,14006001,"7, Siddharthanagar Municipality",Rupandehi,Bhairahawa Regional Office,18/10/1998,MF
NUBL,2,14006002,"10, Bharatpur Metropolitian City",Chitawan,Regional Office Bharatpur,18/10/1998,MF
NUBL,3,14006003,"13, Birgunj Metropolitian City",Parsa,Regional Office Birgunj,18/07/1999,MF
NUBL,4,14006004,"11, Kohalpur Municipality",Banke,Regional Office Kohalpur,18/05/2003,MF
NUBL,5,14006005,"4, Birtamod Municipality",Jhapa,Regional Office Birtamod,18/05/1998,MF
NUBL,6,14006006,"5, Sainamaina Municipality",Rupandehi,Ramapur,14/03/1993,MF
NUBL,7,14006007,"3, Ramgram Municipality",Nawalparasi West,Parasi,01/07/1994,MF
NUBL,8,14006008,"5, Kotahimai Rural Municipality",Rupandehi,Majhgawa,18/12/1994,MF
NUBL,9,14006009,"15, Tilottama Municipality",Rupandehi,Kotihawa,07/02/1995,MF
NUBL,10,14006010,"9, Pratapapur Rural Municipality",Nawalparasi West,Belatari,22/10/1995,MF
NUBL,11,14006011,"3, Kanchan Rural Municipality",Rupandehi,Haraiya,27/07/1998,MF
NUBL,12,14006012,"11, Banganga Municipality",Kapilbastu,Odari,17/09/1998,MF
NUBL,13,14006013,"7, Siddharthanagar Municipality",Rupandehi,Bhairahawa,11/08/1997,MF
NUBL,14,14006014,"3, Baganaskali Rural Municipality",Palpa,Aryabhanjyang,20/09/1998,MF
NUBL,15,14006015,"7, Tansen Municipality",Palpa,Banstari,29/04/1998,MF
NUBL,16,14006016,"8, Butwal Sub-Metropolitian City",Rupandehi,Butwal,02/04/2004,MF
NUBL,17,14006017,"4, Suddhodhan Rural Municipality",Rupandehi,Farsatikar,21/01/2004,MF
NUBL,18,14006018,"1, Sandhikharka Municipality",Arghakhanchi,Sandhikharka,16/12/2004,MF
NUBL,19,14006019,"4, Rainadevi Chhahara Rural Municipality",Palpa,Chahara,12/08/2005,MF
NUBL,20,14006020,"9, Buddhabhumi Municipality",Kapilbastu,Imiliya,20/02/2007,MF
NUBL,21,14006021,"6, Satyawoti Rural Municipality",Gulmi,Johang,06/07/2008,MF
NUBL,22,14006022,"9, Rampur Municipality",Palpa,Jabgadi,29/06/2007,MF
NUBL,23,14006023,"14, Bardaghat Municipality",Nawalparasi West,Daunnedevi,20/07/2008,MF
NUBL,24,14006024,"3, Rohini Rural Municipality",Rupandehi,Dhakdai,13/09/2010,MF
NUBL,25,14006025,"3, Madi Municipality",Chitawan,Madi,29/12/1996,MF
NUBL,26,14006026,"5, Rapti Municipality",Chitawan,Bhandara,08/12/1997,MF
NUBL,27,14006027,"1, Ratnanagar Municipality",Chitawan,Tandi,15/12/1997,MF
NUBL,28,14006028,"18, Bharatpur Metropolitian City",Chitawan,Chanauli,30/11/1997,MF
NUBL,29,14006029,"10, Bharatpur Metropolitian City",Chitawan,Bharatpur,17/09/2000,MF
NUBL,30,14006030,"15, Devchuli Municipality",Nawalparasi East,Daldale,02/05/2004,MF
NUBL,31,14006031,"5, Ichchha Kamana Rural Municipality",Chitawan,Mugling,05/10/2004,MF
NUBL,32,14006032,"8, Pokhara Metropolitian City",Kaski,Pokhara,10/07/2008,MF
NUBL,33,14006033,"4, Shuklagandaki Municipality",Tanahu,Dulegauda,10/07/2008,MF
NUBL,34,14006034,"2, Mangala Rural Municipality",Myagdi,Babiyachaur,13/12/2013,MF
NUBL,35,14006035,"6, Galkot Municipality",Baglung,Galkot,13/12/2013,MF
NUBL,36,14006036,"2, Modi Rural Municipality",Parbat,Patichaur,13/12/2013,MF
NUBL,37,14006037,"6, Phalebas Municipality",Parbat,Rahale,13/12/2013,MF
NUBL,38,14006038,"1, Dhorpatan Municipality",Baglung,Burtibang,13/12/2013,MF
NUBL,39,14006039,"4, Madhya Nepal Municipality",Lamjung,Duipipple,15/04/2015,MF
NUBL,40,14006040,"4, Chandrapur Municipality",Rautahat,Chandranigahapur,06/09/1999,MF
NUBL,41,14006041,"4, Kalaiya Sub-Metropolitian City",Bara,Kalaiya,22/02/2000,MF
NUBL,42,14006042,"6, Birgunj Metropolitian City",Parsa,Birgunj,23/11/2000,MF
NUBL,43,14006043,"2, Prasauni Rural Municipality",Bara,Parsauni,31/12/1998,MF
NUBL,44,14006044,"2, Myanglung Municipality",Terhathum,Myanglung,04/10/2010,MF
NUBL,45,14006045,"4, Garuda Municipality",Rautahat,Garuda,10/01/2004,MF
NUBL,46,14006046,"13, Birgunj Metropolitian City",Parsa,Siripur,18/10/2006,MF
NUBL,47,14006047,"2, Jitpur Simara Sub-Metropolitian City",Bara,Simara,14/04/2011,MF
NUBL,48,14006048,"1, Lalbandi Municipality",Sarlahi,Nawalpur,16/08/2008,MF
NUBL,49,14006049,"4, Pokhariya Municipality",Parsa,Pokhariya,23/08/2010,MF
NUBL,50,14006050,"3, Parsagadhi Municipality",Parsa,Biruwaguthi,17/09/2012,MF
NUBL,51,14006051,"7, Barahathawa Municipality",Sarlahi,Barahathawa,26/10/2009,MF
NUBL,52,14006052,"11, Kohalpur Municipality",Banke,Kohalpur,03/11/2003,MF
NUBL,53,14006053,"8, Pokhara Metropolitian City",Kaski,Regional Office Pokhara,20/01/2014,MF
NUBL,54,14006054,"10, Nepalganj Sub-Metropolitian City",Banke,Udayapur,31/08/2003,MF
NUBL,55,14006055,"20, Nepalganj Sub-Metropolitian City",Banke,Ranjha,17/09/2004,MF
NUBL,56,14006056,"10, Nepalganj Sub-Metropolitian City",Banke,Paraspur,03/11/2004,MF
NUBL,57,14006057,"8, Rapti Rural Municipality",Dang,Sisahaniya,17/09/2004,MF
NUBL,58,14006058,"5, Tulsipur Sub-Metropolitian City",Dang,Tulsipur,04/11/2003,MF
NUBL,59,14006059,"6, Gadhawa Rural Municipality",Dang,Gadhawa,09/06/2005,MF
NUBL,60,14006060,"15, Ghorahi Sub-Metropolitian City",Dang,Ghorahi,01/02/2006,MF
NUBL,61,14006061,"3, Khajura Rural Municipality",Banke,Khajura,24/09/2004,MF
