Scrip,S.N.,Code,Address,District,Branch Name,Open Date,Bank Type
SWBBL,84,14010099,"7, Banganga Municipality",Kapilbastu,4 no Jeetpur Branch,15/06/2011,MF
SWBBL,85,14010100,"9, Birendranagar Municipality",Surkhet,Birendranagar Branch,09/05/2011,MF
SWBBL,86,14010101,"6, Siddhicharan Municipality",Okhaldhunga,Okhaldhunga Branch,06/11/2011,MF
SWBBL,87,14010102,"4, Khairahani Municipality",Chitawan,Parsa Branch,18/08/2010,MF
SWBBL,88,14010103,"4, Phungling Municipality",Taplejung,Taplejung,15/06/2011,MF
SWBBL,89,14010107,"5, Nepalganj Sub-Metropolitian City",Banke,Khaskarkando Branch,12/03/2013,MF
SWBBL,90,14010108,"8, Kohalpur Municipality",Banke,Rajhena Branch,12/03/2013,MF
SWBBL,91,14010109,"9, Bardagoriya Rural Municipality",Kailali,Bauniya Branch,14/03/2013,MF
SWBBL,92,14010110,"2, Bedkot Municipality",Kanchanpur,Suda Branch,14/03/2013,MF
SWBBL,93,14010111,"1, Sanphebagar Municipality",Achham,Samphebagar Branch,14/03/2013,MF
SWBBL,94,14010113,"8, Tikapur Municipality",Kailali,Tikapur Branch,11/01/2013,MF
SWBBL,95,14010115,"5, Krishnapur Municipality",Kanchanpur,Krishnapur Branch,04/07/2013,MF
SWBBL,96,14010116,"2, Dipayal Silgadhi Municipality",Doti,Silagadhi Branch,15/06/2013,MF
SWBBL,97,14010117,"5, Mangalsen Municipality",Achham,Mangalsen Branch,10/07/2013,MF
SWBBL,98,14010118,"4, Dhangadhi Sub-Metropolitian City",Kailali,Area Dhangadhi,23/02/2015,MF
SWBBL,99,14010119,"5, Solu Dhudhakunda Municipality",Solukhumbu,Salleri Branch,16/02/2015,MF
SWBBL,100,14010120,"6, Chandannath Municipality",Jumla,Khalanga Jumla Branch,02/03/2016,MF
SWBBL,101,14010121,"1, Musikot Municipality",Rukum West,Musikot Khalanga,02/08/2016,MF
SWBBL,102,14010122,"2, Chaurjahari Municipality",Rukum West,"Chaurjhahari, Rukum Branch",05/05/2016,MF
SWBBL,103,14010123,"5, Gosaikunda Rural Municipality",Rasuwa,Betrawati Branch,28/07/2016,MF
SWBBL,104,14010124,"2, Sabaila Municipality",Dhanusa,Sabaila Branch,19/11/1997,MF
SWBBL,105,14010125,"3, Dhanushadham Municipality",Dhanusa,Dhalkebar Branch,16/07/1996,MF
SWBBL,106,14010126,"8, Thaha Municipality",Makwanpur,Palung Branch,15/07/1999,MF
SWBBL,107,14010127,"8, Itahari Sub-Metropolitian City",Sunsari,Itahari Area,14/01/2002,MF
SWBBL,108,14010128,"5, Inaruwa Municipality",Sunsari,Inaruwa  Branch,14/03/2005,MF
SWBBL,109,14010129,"10, Bhaktapur Municipality",Bhaktapur,Kamalbinayak Branch,22/11/2005,MF
SWBBL,110,14010130,"1, Dhankuta Municipality",Dhankuta,Hile Branch,16/12/2006,MF
SWBBL,111,14010131,"1, Bandipur Rural Municipality",Tanahu,Dumre Branch,16/07/2008,MF
SWBBL,112,14010132,"1, Resunga Municipality",Gulmi,Tamghas Branch,16/07/2008,MF
SWBBL,113,14010133,"8, Pokhara Metropolitian City",Kaski,Pokhara Area,19/01/2010,MF
SWBBL,114,14010134,"7, Mandan Deupur Municipality",Kavrepalanchok,Hinguwapati Branch,16/12/2009,MF
SWBBL,115,14010135,"3, Shitaganga Municipality",Arghakhanchi,Thada Branch,17/08/2010,MF
SWBBL,116,14010136,"2, Sharada Municipality",Salyan,Shreenagar Branch,02/09/2010,MF
SWBBL,117,14010137,"10, Bhumlu Rural Municipality",Kavrepalanchok,Dolalghat Branch,16/12/2010,MF
SWBBL,118,14010138,"6, Rolpa Municipality",Rolpa,Liwang Branch,16/04/2011,MF
SWBBL,119,14010139,"4, Bagachour Municipality",Salyan,Tharmare Branch,16/04/2011,MF
SWBBL,120,14010140,"7, Sainamaina Municipality",Rupandehi,Saljhandi Branch,14/03/2013,MF
SWBBL,121,14010141,"8, Badhaiyatal Rural Municipality",Bardiya,Kalika Branch,02/06/2013,MF
SWBBL,122,14010142,"2, Ghodaghodi Municipality",Kailali,Pahalmanpur Branch,24/05/2013,MF
SWBBL,123,14010143,"6, Chandrapur Municipality",Rautahat,Chandrapur Branch,04/09/2018,MF
SWBBL,124,14010144,"1, Mahagadhimai Municipality",Bara,Bariyarpur Branch,04/09/2018,MF
SWBBL,125,14010145,"9, Malangawa Municipality",Sarlahi,Malangawa Branch,05/09/2018,MF
SWBBL,126,14010146,"5, Balawa Municipality",Mahottari,Baluwa Branch,06/09/2018,MF
SWBBL,127,14010147,"3, Tilottama Municipality",Rupandehi,Tilottama Branch,09/09/2018,MF
SWBBL,128,14010148,"3, Khadak Municipality",Saptari,Kalyanpur Branch,18/07/1994,MF
SWBBL,129,14010149,"3, Bidur Municipality",Nuwakot,Khadgabhanjyang Branch,15/02/2017,MF
SWBBL,130,14010150,"4, Bhimad Municipality",Tanahu,Bhimad Branch,19/02/2017,MF
SWBBL,131,14010151,"5, Annapurna Rural Municipality",Kaski,Naudada Branch,06/03/2017,MF
SWBBL,132,14010152,"5, Phalebas Municipality",Parbat,Phalebas Branch,06/03/2017,MF
SWBBL,133,14010153,"7, Baglung Municipality",Baglung,Tityang Branch,09/03/2017,MF
SWBBL,134,14010154,"6, Marshyangdi Rural Municipality",Lamjung,Khudi Branch,10/03/2017,MF
SWBBL,135,14010155,"5, Manebhanjyang Rural Municipality",Okhaldhunga,Manebhanjyang Branch,16/07/2017,MF
SWBBL,136,14010156,"5, Jirabhawani Rural Municipality",Parsa,Subarnapur Branch,17/07/2017,MF
SWBBL,137,14010157,"1, Kailari Rural Municipality",Kailali,Hasuliya Branch,27/07/2017,MF
SWBBL,138,14010158,"4, Dhangadhi Sub-Metropolitian City",Kailali,Dhangadhi Branch,20/09/2017,MF
SWBBL,139,14010159,"2, Dewangunj Rural Municipality",Sunsari,Dewanganj Branch Sunsari,17/07/2019,MF
SWBBL,140,14010160,"5, Bode Barsain Municipality",Saptari,Bodebarsain Branch Saptari,17/07/2019,MF
SWBBL,141,14010161,"2, Nagarain Municipality",Dhanusa,Nagarain Branch Dhanusha,17/07/2019,MF
SWBBL,142,14010162,"2, Aurahi Rural Municipality",Dhanusa,Aurahi Branch Dhanusha,17/07/2019,MF
SWBBL,143,14010163,"8, Godaita Municipality",Sarlahi,Godaita Branch Sarlahi,17/07/2019,MF
SWBBL,144,14010164,"5, Garuda Municipality",Rautahat,Shibanagar Branch Rautahat,17/07/2019,MF
SWBBL,145,14010165,"4, Gaur Municipality",Rautahat,Gaur Branch Rautahat,17/07/2019,MF
SWBBL,146,14010166,"1, Karaiyamai Rural Municipality",Bara,Madhuban Branch Rautahat,17/07/2019,MF
SWBBL,147,14010167,"5, Jiri Municipality",Dolakha,Jiri Branch,17/11/2019,MF
SWBBL,148,14010168,"3, Baganaskali Rural Municipality",Palpa,Aryabhanjyang Branch,17/11/2019,MF
SWBBL,149,14010169,"3, Mandavi Rural Municipality",Pyuthan,Jaspur Branch Pyuthan,21/11/2019,MF
SWBBL,150,14010170,"12, Parashuram Municipality",Dadeldhura,Jogbudha Branch Dadeldhura,17/11/2019,MF
SWBBL,151,14010171,"7, Shivasatakshi Municipality",Jhapa,Chandradangi Branch,17/10/2021,MF
SWBBL,152,14010172,"4, Pathari Shanishchare Municipality",Morang,Kirtipurmorang Branch,17/10/2021,MF
SWBBL,153,14010173,"5, Dudhouli Municipality",Sindhuli,Sirthauli Branch,17/10/2021,MF
SWBBL,154,14010174,"4, Manara Shisawa Municipality",Mahottari,Manarashisawa Branch,17/10/2021,MF
SWBBL,155,14010175,"5, Kamala Municipality",Dhanusa,Kamala Branch,17/10/2021,MF
SKBBL,1,14011001,"1, Kathmandu Metropolitian City",Kathmandu,Head Office,06/07/2001,MF
SKBBL,2,14011002,"5, Birtamod Municipality",Jhapa,Area Office Birtamod,19/06/2002,MF
SKBBL,3,14011003,"6, Itahari Sub-Metropolitian City",Sunsari,Area Office Itahari,01/06/2003,MF
SKBBL,4,14011004,"1, Bardibas Municipality",Mahottari,Area Office Bardibas,10/09/2002,MF
SKBBL,5,14011005,"4, Hetauda Sub-Metropolitian City",Makwanpur,Area Office Hetauda,01/12/2002,MF
SKBBL,6,14011006,"1, Gajuri Rural Municipality",Dhading,Area Office Gajuri,19/02/2006,MF
SKBBL,7,14011007,"11, Butwal Sub-Metropolitian City",Rupandehi,Area Office Butwal,19/05/2002,MF
SKBBL,8,14011008,"8, Pokhara Metropolitian City",Kaski,Area Office Pokhara,02/12/2003,MF
SKBBL,9,14011009,"2, Nepalganj Sub-Metropolitian City",Banke,Area Office NepalGunj,28/11/2003,MF
SKBBL,10,14011010,"2, Godawari Municipality",Kailali,Area Office Attariya,25/01/2015,MF
SKBBL,11,14011011,"3, Birendranagar Municipality",Surkhet,"Sana Kisan Bikas Laghu Bitta Bittya Sastha Birendranagar, Surkhet",01/12/2018,MF
SKBBL,12,14011012,"7, Banepa Municipality",Kavrepalanchok,Area office Banepa,16/09/2019,MF
NLBBL,1,14012003,"2, Dewangunj Rural Municipality",Sunsari,Dewanganj,17/07/2007,MF
NLBBL,2,14012004,"6, Barju Rural Municipality",Sunsari,Chimdi,17/07/2007,MF
NLBBL,3,14012005,"5, Gramthan Rural Municipality",Morang,Tetariya,17/07/2007,MF
NLBBL,4,14012007,"5, Duhabi Municipality",Sunsari,Duhabi,15/06/2007,MF
NLBBL,5,14012008,"3, Inaruwa Municipality",Sunsari,Inaruwa,17/07/2007,MF
NLBBL,6,14012009,"4, Biratnagar Metropolitian City",Morang,Bargachhi (Biratnagar-A),15/06/2007,MF
NLBBL,7,14012010,"9, Itahari Sub-Metropolitian City",Sunsari,Itahari,17/07/2007,MF
NLBBL,8,14012011,"3, Ramdhuni Municipality",Sunsari,Jhumka,17/07/2007,MF
NLBBL,9,14012012,"4, Katahari Rural Municipality",Morang,Nayabazar,17/07/2007,MF
NLBBL,10,14012013,"4, Dharan Sub-Metropolitian City",Sunsari,Dharan,17/07/2007,MF
NLBBL,11,14012014,"8, Sundarharaicha Municipality",Morang,Biratchowk,17/07/2007,MF
NLBBL,12,14012015,"2, Urlabari Municipality",Morang,Urlabari,17/07/2007,MF
NLBBL,13,14012017,"6, Ratuwamai Municipality",Morang,Sautha,17/07/2007,MF
NLBBL,14,14012018,"7, Belbari Municipality",Morang,Bhahuni,17/07/2007,MF
NLBBL,15,14012019,"3, Gauriganj Rural Municipality",Jhapa,Gauriganj,17/07/2007,MF
NLBBL,16,14012020,"4, Gauradaha Municipality",Jhapa,Gauradah,17/07/2007,MF
NLBBL,17,14012021,"5, Shivasatakshi Municipality",Jhapa,Jhiljhile,04/11/2007,MF
NLBBL,18,14012022,"4, Birtamod Municipality",Jhapa,Birtamod,05/10/2007,MF
NLBBL,19,14012024,"8, Bhadrapur Municipality",Jhapa,Chandragadi,24/06/2008,MF
NLBBL,20,14012025,"9, Buddhashanti Rural Municipality",Jhapa,Budhabare,28/01/2009,MF
NLBBL,21,14012026,"2, Mechinagar Municipality",Jhapa,Dhulabari,22/02/2009,MF
NLBBL,22,14012027,"7, Rangeli Municipality",Morang,Rangeli,03/05/2009,MF
NLBBL,23,14012028,"2, Letang Municipality",Morang,Letang,05/08/2010,MF
NLBBL,24,14012029,"8, Damak Municipality",Jhapa,Damak,31/08/2010,MF
NLBBL,25,14012030,"12, Biratnagar Metropolitian City",Morang,Roadcess(Biratnagar B),05/09/2010,MF
NLBBL,26,14012031,"2, Barahachhetra Municipality",Sunsari,Chakraghatti,08/12/2010,MF
NLBBL,27,14012033,"6, Kamalamai Municipality",Sindhuli,Sinduli,12/07/2011,MF
NLBBL,28,14012034,"8, Lahan Municipality",Siraha,Lahan,12/07/2011,MF
NLBBL,29,14012035,"4, Triyuga Municipality",Udayapur,Gaighat,13/07/2011,MF
NLBBL,30,14012036,"3, Saptakoshi Municipality",Saptari,Fattepur,14/07/2011,MF
NLBBL,31,14012037,"5, Suryodaya Municipality",Ilam,Fikkal,07/11/2011,MF
NLBBL,32,14012038,"3, Mithila Municipality",Dhanusa,Dhalkewar,24/10/2011,MF
NLBBL,33,14012039,"9, Hariwan Municipality",Sarlahi,Hariwan,17/11/2011,MF
NLBBL,34,14012040,"1, Chandrapur Municipality",Rautahat,Chandranighapur,30/11/2011,MF
NLBBL,35,14012041,"3, Dhankuta Municipality",Dhankuta,Hile,04/12/2011,MF
NLBBL,36,14012042,"7, Bardibas Municipality",Mahottari,Bardibas,11/12/2011,MF
NLBBL,37,14012043,"3, Jitpur Simara Sub-Metropolitian City",Bara,Jeetpur,04/01/2012,MF
NLBBL,38,14012044,"1, Myanglung Municipality",Terhathum,Myanglung,31/05/2012,MF
NLBBL,39,14012045,"5, Ishworpur Municipality",Sarlahi,Ishwarpur,07/05/2013,MF
NLBBL,40,14012046,"5, Mahalaxmi Municipality",Dhankuta,Leguwa,28/07/2013,MF
NLBBL,41,14012047,"7, Bhojpur Municipality",Bhojpur,Bhojpur,14/03/2014,MF
NLBBL,42,14012048,"1, Khandabari Municipality",Sankhuwasabha,Khadbari,14/03/2014,MF
NLBBL,43,14012049,"6, Mithila Bihari Municipality",Dhanusa,Tarapatti,12/01/2014,MF
NLBBL,44,14012050,"7, Simroungadh Municipality",Bara,Golaganj,31/12/2014,MF
NLBBL,45,14012051,"2, Mahagadhimai Municipality",Bara,Bariyarpur,05/01/2015,MF
NLBBL,46,14012052,"10, Chainapur Municipality",Sankhuwasabha,Chainpur,01/04/2014,MF
NLBBL,47,14012053,"16, Karjanha Municipality",Siraha,Bandipur,15/05/2015,MF
NLBBL,48,14012054,"3, Jitpur Simara Sub-Metropolitian City",Bara,Piluwa,15/05/2015,MF
NLBBL,49,14012055,"26, Bharatpur Metropolitian City",Chitawan,Dibyanagar,17/11/2015,MF
NLBBL,50,14012057,"12, Birgunj Metropolitian City",Parsa,Lipinibirta,28/12/2015,MF
NLBBL,51,14012059,"6, Kalyanpur Municipality",Siraha,Belha,15/01/2016,MF
NLBBL,52,14012060,"2, Shambhunath Municipality",Saptari,Shambhunath,14/03/2016,MF
NLBBL,53,14012061,"2, Diktel Rupakot Municipality",Khotang,Diktel,28/05/2016,MF
NLBBL,54,14012062,"2, Phungling Municipality",Taplejung,Fungling,24/06/2016,MF
NLBBL,55,14012063,"4, Devchuli Municipality",Nawalparasi East,Rajahar,24/06/2016,MF
NLBBL,56,14012064,"7, Binayi Tribeni Rural Municipality",Nawalparasi East,Dumkibas,10/11/2016,MF
NLBBL,57,14012065,"5, Sunawal Municipality",Nawalparasi West,Ramnagar (Bhumahi),18/10/2015,MF
NLBBL,58,14012066,"6, Om Satiya Rural Municipality",Rupandehi,Basantapur,17/10/2016,MF
NLBBL,59,14012067,"5, Mayadevi Rural Municipality",Rupandehi,Gonaha (Bethari),17/10/2016,MF
NLBBL,60,14012068,"4, Phatuwa Bijayapur Municipality",Rautahat,Laxminiya,17/10/2016,MF
NLBBL,61,14012069,"2, Gadhimai Municipality",Rautahat,Samanpur,17/10/2016,MF
NLBBL,62,14012070,"5, Mayadevi Rural Municipality",Kapilbastu,Pakadi,15/06/2017,MF
NLBBL,63,14012071,"4, Krishnanagar Municipality",Kapilbastu,Bahadurganj,07/06/2007,MF
NLBBL,64,14012072,"5, Maharajganj Municipality",Kapilbastu,Maharajganj,15/06/2017,MF
NLBBL,65,14012073,"4, Sainamaina Municipality",Rupandehi,Saljhandi,15/06/2017,MF
NLBBL,66,14012074,"4, Bagmati Municipality",Sarlahi,Shankarpur,15/06/2017,MF
NLBBL,67,14012075,"8, Hetauda Sub-Metropolitian City",Makwanpur,Hetauda,15/06/2017,MF
NLBBL,68,14012076,"11, Butwal Sub-Metropolitian City",Rupandehi,Butwal,15/06/2017,MF
NLBBL,69,14012077,"10, Butwal Sub-Metropolitian City",Rupandehi,"Province Office,Butwal",29/01/2019,MF
NLBBL,70,14012078,"10, Ilam Municipality",Ilam,Barbote,15/06/2017,MF
NLBBL,71,14012079,"8, Phidim Municipality",Panchthar,Phidim,15/06/2017,MF
NLBBL,72,14012080,"3, Kohalpur Municipality",Banke,Samsherganj,06/02/2018,MF
NLBBL,73,14012081,"5, Badhaiyatal Rural Municipality",Bardiya,Mainapokhar,06/02/2018,MF
NLBBL,74,14012082,"4, Khajura Rural Municipality",Banke,Bageshwari,15/02/2018,MF
NLBBL,75,14012083,"5, Rapti Rural Municipality",Dang,Lalmatiya,11/06/2018,MF
NLBBL,76,14012084,"4, Barbardiya Municipality",Bardiya,Magaragadhi,12/02/2018,MF
NLBBL,77,14012085,"8, Baijanath Rural Municipality",Banke,Banakatuwa,12/02/2018,MF
NLBBL,78,14012087,"9, Paterwa Sugauli Rural Municipality",Parsa,Gaadi,12/02/2018,MF
NLBBL,79,14012088,"4, Pipara Rural Municipality",Mahottari,Pipra,17/11/2017,MF
NLBBL,80,14012089,"4, Itahari Sub-Metropolitian City",Sunsari,Province Office Itahari,13/08/2018,MF
NLBBL,81,14012090,"5, Pratapapur Rural Municipality",Nawalparasi West,Gopiganj,12/08/2018,MF
NLBBL,82,14012091,"4, Devdaha Municipality",Rupandehi,Rajabari,13/08/2018,MF
NLBBL,83,14012092,"9, Madhuwan Municipality",Bardiya,Sanoshree,13/08/2018,MF
NLBBL,84,14012093,"3, Duduwa Rural Municipality",Banke,Kamdi,13/08/2018,MF
NLBBL,85,14012094,"5, Janaki Rural Municipality",Kailali,Durgauli,13/08/2018,MF
NLBBL,86,14012095,"11, Manara Shisawa Municipality",Mahottari,Sarpallo,10/01/2016,MF
NLBBL,87,14012097,"5, Bode Barsain Municipality",Saptari,Bode Barsain,16/06/2019,MF
NLBBL,88,14012098,"8, Sukhipur Municipality",Siraha,Sukhipur,16/06/2019,MF
NLBBL,89,14012099,"3, Sabaila Municipality",Dhanusa,Sabela,16/06/2019,MF
NLBBL,90,14012100,"1, Bardibas Municipality",Mahottari,"Province Office,Bardibas",16/06/2019,MF
NLBBL,91,14012101,"3, Biratnagar Metropolitian City",Morang,Head Office,09/05/2007,MF
NLBBL,92,14012102,"8, Boudhimai Municipality",Rautahat,Sarmujawa,16/11/2020,MF
NLBBL,93,14012103,"3, Yamunamai Rural Municipality",Rautahat,Rajpurtulsi,16/11/2020,MF
NLBBL,94,14012104,"6, Pheta Rural Municipality",Bara,Purainiya,16/11/2020,MF
NLBBL,95,14012105,"19, Siraha Municipality",Siraha,Sanhaitha,16/11/2020,MF
NLBBL,96,14012106,"11, Gaushala Municipality",Mahottari,Imlichowck,16/11/2020,MF
NLBBL,97,14012107,"9, Godaita Municipality",Sarlahi,Godaita,14/03/2021,MF
NLBBL,98,14012108,"3, Dhanauji Rural Municipality",Dhanusa,Dhanauji,14/03/2021,MF
NLBBL,99,14012109,"3, Pokhariya Municipality",Parsa,Pokhariya (Basantapur),14/03/2021,MF
NLBBL,100,14012110,"6, Kamala Municipality",Dhanusa,Singyahi Madani,14/03/2021,MF
NLBBL,101,14012111,"1, Bishnupur Rural Municipality",Saptari,Khurhuriya,14/03/2021,MF
NLBBL,102,14012112,"5, Pathari Shanishchare Municipality",Morang,Hasandaha,14/03/2021,MF
NLBBL,103,14012113,"3, Koshi Rural Municipality",Sunsari,Jamuwa,14/03/2021,MF
NLBBL,104,14012114,"6, Bhangaha Municipality",Mahottari,Bhangaha,20/08/2021,MF
NLBBL,105,14012115,"1, Kabilashi Municipality",Sarlahi,Kabilasi,20/08/2021,MF
NLBBL,106,14012116,"7, Kanepokhari Rural Municipality",Morang,Kanepokhari (Bargachhi),20/08/2021,MF
NLBBL,107,14012117,"3, Golbazar Municipality",Siraha,Golbazar,20/08/2021,MF
NLBBL,108,14012118,"1, Nawarajpur Rural Municipality",Siraha,Nawarajpur,20/08/2021,MF
NLBBL,109,14012119,"1, Parsa Rural Municipality",Sarlahi,Parsa Sangrampur,20/08/2021,MF
NLBBL,110,14012120,"1, Tirahut Rural Municipality",Saptari,Tirhut,20/08/2021,MF
NLBBL,111,14012121,"4, Thori Rural Municipality",Parsa,Thori,06/12/2021,MF
NLBBL,112,14012122,"9, Balara Municipality",Sarlahi,Balara,06/12/2021,MF
NLBBL,113,14012123,"6, Sunwarshi Municipality",Morang,Sunawarshi,15/01/2022,MF
SLBBL,1,14015001,"5, Banepa Municipality",Kavrepalanchok,Banepa,16/12/2009,MF
SLBBL,2,14015002,"10, Bharatpur Metropolitian City",Chitawan,Bharatpur,15/04/2010,MF
SLBBL,3,14015003,"4, Hetauda Sub-Metropolitian City",Makwanpur,Hetauda,14/05/2010,MF
SLBBL,4,14015004,"2, Ratnanagar Municipality",Chitawan,Tandi,01/11/2010,MF
SLBBL,5,14015005,"5, Bharatpur Metropolitian City",Chitawan,Gitanagar,29/01/2012,MF
SLBBL,6,14015006,"6, Panauti Municipality",Kavrepalanchok,Panauti,02/09/2011,MF
SLBBL,7,14015007,"20, Bharatpur Metropolitian City",Chitawan,Chanauli,02/01/2012,MF
SLBBL,8,14015008,"8, Khairahani Municipality",Chitawan,Parsa Bazar,02/01/2012,MF
SLBBL,9,14015009,"6, Kalika Municipality",Chitawan,Kholesimel,17/04/2014,MF
SLBBL,10,14015010,"7, Manahari Rural Municipality",Makwanpur,Manahari,21/04/2014,MF
SLBBL,11,14015011,"4, Madhya Bindu Municipality",Nawalparasi East,Narayani,22/02/2016,MF
SLBBL,12,14015012,"9, Bhanu Municipality",Tanahu,Baisjagar,24/02/2016,MF
SLBBL,13,14015014,"30, Birgunj Metropolitian City",Parsa,Belwa,09/03/2016,MF
SLBBL,14,14015015,"18, Jitpur Simara Sub-Metropolitian City",Bara,Manharwa,09/05/2016,MF
SLBBL,15,14015016,"6, Brindaban Municipality",Rautahat,Sakhuawara Dhamaura,09/05/2016,MF
SLBBL,16,14015018,"4, Binayi Tribeni Rural Municipality",Nawalparasi East,Benimanipur,11/09/2016,MF
SLBBL,17,14015019,"1, Palungtar Municipality",Gorkha,Khoplang,11/09/2016,MF
SLBBL,18,14015020,"2, Paterwa Sugauli Rural Municipality",Parsa,Gadhi,11/09/2016,MF
SLBBL,19,14015022,"5, Chandrapur Municipality",Rautahat,Chandrapur,24/11/2016,MF
SLBBL,20,14015023,"1, Kolhabi Municipality",Bara,Rampurwa,04/12/2016,MF
SLBBL,21,14015024,"1, Kalaiya Sub-Metropolitian City",Bara,Kalaiya,24/11/2016,MF
SLBBL,22,14015025,"2, Jitpur Simara Sub-Metropolitian City",Bara,Simara,24/11/2016,MF
SLBBL,23,14015026,"5, Parawanipur Rural Municipality",Bara,Bahuwari,24/11/2016,MF
SLBBL,24,14015027,"1, Parawanipur Rural Municipality",Bara,Lipanimal,24/11/2016,MF
SLBBL,25,14015028,"3, Kawasoti Municipality",Nawalparasi East,Kawasoti,24/11/2016,MF
SLBBL,26,14015029,"14, Bardaghat Municipality",Nawalparasi West,Semari,24/11/2016,MF
SLBBL,27,14015030,"7, Simroungadh Municipality",Bara,Amritgunj,23/05/2016,MF
SLBBL,28,14015031,"4, Mahagadhimai Municipality",Bara,GANJA BHAWANIPUR,15/01/2017,MF
SLBBL,29,14015032,"1, Jirabhawani Rural Municipality",Parsa,SEDHAWA,15/01/2017,MF
SLBBL,30,14015033,"9, Pokhariya Municipality",Parsa,POKHARIYA,15/01/2017,MF
SLBBL,31,14015034,"16, Devchuli Municipality",Nawalparasi East,RAJAHAR,15/01/2018,MF
SLBBL,32,14015035,"3, Sunawal Municipality",Nawalparasi West,SUNWAL,15/01/2017,MF
SLBBL,33,14015036,"11, Bensi Shahar Municipality",Lamjung,BESHISAHAR,15/01/2017,MF
SLBBL,34,14015037,"1, Byas Municipality",Tanahu,DAMAULI,17/01/2017,MF
SLBBL,35,14015038,"2, Bidur Municipality",Nuwakot,BIDUR,20/08/2017,MF
SLBBL,36,14015039,"3, Benighat Rorang Rural Municipality",Dhading,MALEKHU,20/08/2017,MF
SLBBL,37,14015041,"5, Rampur Municipality",Palpa,RAMPUR,20/08/2017,MF
SLBBL,38,14015042,"7, Resunga Municipality",Gulmi,Resunga,20/08/2017,MF
SLBBL,39,14015043,"2, Sandhikharka Municipality",Arghakhanchi,SANDHIKHARKA,20/08/2017,MF
SLBBL,40,14015044,"9, Bindabasini Rural Municipality",Parsa,BAHUWARWABHATA,20/08/2017,MF
SLBBL,41,14015045,"8, Phatuwa Bijayapur Municipality",Rautahat,LAXMINIYA,11/09/2016,MF
SLBBL,42,14015046,"2, Budhiganga Rural Municipality",Morang,TANKISINBARI,02/07/2018,MF
SLBBL,43,14015047,"4, Sundarharaicha Municipality",Morang,SUNDAR HARAICHA,02/07/2018,MF
SLBBL,44,14015048,"4, Inaruwa Municipality",Sunsari,INARUWA,02/07/2018,MF
SLBBL,45,14015049,"7, Laxminiya Rural Municipality",Dhanusa,Laxminiya Dhanusa,02/07/2018,MF
SLBBL,46,14015050,"7, Loharpatti Municipality",Mahottari,BHARAMPURA,02/07/2018,MF
SLBBL,47,14015051,"4, Gaushala Municipality",Mahottari,GAUSALA,02/07/2018,MF
SLBBL,48,14015052,"7, Barahathawa Municipality",Sarlahi,BARAHATWA,02/07/2018,MF
SLBBL,49,14015053,"6, Gadhawa Rural Municipality",Dang,GADHAWA,02/07/2018,MF
SLBBL,50,14015054,"5, Kohalpur Municipality",Banke,SHREEPUR,02/07/2018,MF
SLBBL,51,14015055,"6, Badhaiyatal Rural Municipality",Bardiya,MAINA POKAHAR,02/07/2018,MF
SLBBL,52,14015056,"3, Rajapur Municipality",Bardiya,RAJAPUR,02/07/2018,MF
SLBBL,53,14015057,"7, Tilottama Municipality",Rupandehi,TILLIOTAMA,02/07/2018,MF
SLBBL,54,14015058,"4, Sainamaina Municipality",Rupandehi,SAINAMAINA,02/07/2018,MF
SLBBL,55,14015059,"3, Banganga Municipality",Kapilbastu,BADGANGA,02/07/2018,MF
SLBBL,56,14015060,"1, Bardagoriya Rural Municipality",Kailali,BAUNIYA,10/02/2019,MF
SLBBL,57,14015061,"1, Gauriganga Municipality",Kailali,CHAUMALA,10/02/2019,MF
SLBBL,58,14015062,"10, Shuklaphanta Municipality",Kanchanpur,JHALARI,10/02/2019,MF
SLBBL,59,14015063,"3, Punarbas Municipality",Kanchanpur,PUNARWAS,10/02/2019,MF
SLBBL,60,14015064,"2, Jaleshwor Municipality",Mahottari,JALESHWOR,10/02/2019,MF
SLBBL,61,14015065,"8, Lahan Municipality",Siraha,LAHAN,10/02/2019,MF
SLBBL,62,14015067,"4, Nagarain Municipality",Dhanusa,Phulgama,11/10/2020,MF
SLBBL,63,14015068,"4, Bateshwor Rural Municipality",Dhanusa,Bateshwar,11/10/2020,MF
SLBBL,64,14015069,"5, Ram Gopalpur Municipality",Mahottari,Ramgopalpur,11/10/2020,MF
SLBBL,65,14015073,"4, Janakpurdham Sub-Metropolitian City",Dhanusa,JANAKPURDHAM,11/10/2020,MF
SLBBL,66,14015074,"6, Shambhunath Municipality",Saptari,Kathauna,11/10/2020,MF
SLBBL,67,14015075,"2, Dhanauji Rural Municipality",Dhanusa,Dhanauji,11/10/2020,MF
SLBBL,68,14015076,"1, Ekadara Rural Municipality",Mahottari,Ekadara,11/10/2020,MF
SLBBL,69,14015077,"9, Madhuwan Municipality",Bardiya,MADHUWAN,13/12/2020,MF
SLBBL,70,14015078,"1, Banepa Municipality",Kavrepalanchok,KALAMASI,13/12/2020,MF
SLBBL,71,14015079,"6, Binayi Tribeni Rural Municipality",Nawalparasi East,TRIBENI,13/12/2020,MF
SLBBL,72,14015080,"7, Hariwan Municipality",Sarlahi,HARIWAN,13/12/2020,MF
SLBBL,73,14015081,"7, Godaita Municipality",Sarlahi,GODAITA,13/12/2020,MF
SLBBL,74,14015082,"11, Mithila Municipality",Dhanusa,PUSHPAWALPUR,13/12/2020,MF
